cls,kind,file,line,seconds,direct,callee,enclosing,failing_verdict
A,except Timeout,plugin/programs/design_one_shot_runner.py,287,(handler),handler,subprocess.TimeoutExpired,_eco_remediate_with_hint,"return False, (""phase1 regen timed out (600s); "" ""leaving loop to declare FAIL_ECO_INERT"")"
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,627,10,call-through,_docker_exec,_tool_in_container,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,1072,timeout,call-through,_run,_run_iverilog_stage,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,1079,timeout,call-through,_docker_exec,_run_iverilog_stage,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,1180,10,call-through,_run,_container_has_quartus_sh,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,1362,600,call-through,_run,step_phase1,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,1740,120,yes,subprocess.run,_try_deterministic_rtl_dispatch,handler records a FAILING verdict
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,1816,60,yes,subprocess.run,_try_serial_parallel_mul_rtl,handler records a FAILING verdict
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,6970,1200,call-through,_docker_exec,step_professional_tb_gen,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7680,30,call-through,_docker_exec,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7703,60,call-through,_run,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7707,30,call-through,_docker_exec,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7721,60,call-through,_run,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7749,600,call-through,_docker_exec,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7753,30,call-through,_docker_exec,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7783,30,call-through,_docker_exec,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7790,30,call-through,_docker_exec,_verilator_sim_escape,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7940,120,call-through,_run_iverilog_stage,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7961,30,call-through,_docker_exec,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7966,60,call-through,_run,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,7970,30,call-through,_docker_exec,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8014,60,call-through,_run,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8033,300,call-through,_docker_exec,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8040,30,call-through,_docker_exec,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8045,60,call-through,_run,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8050,30,call-through,_docker_exec,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8101,120,call-through,_run_iverilog_stage,_iverilog_compile_with_sv_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8149,timeout,call-through,_run_iverilog_stage,_sim_run_or_reuse,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8673,300,yes,subprocess.run,step_crosslayer_rewrite_fidelity,handler records a FAILING verdict
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,8737,300,yes,subprocess.run,step_slot_pad_budget,handler records a FAILING verdict
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,9020,300,call-through,_sim_run_or_reuse,_run_oracle_tb,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,9266,120,call-through,_sim_run_or_reuse,_reference_tb_generic_full_stack,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,10209,120,call-through,_sim_run_or_reuse,step_reference_tb,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,10981,30,call-through,_docker_exec,_phase2_container_workdir,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,11050,60,call-through,_run,_phase2_sv_synth_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,11063,60,call-through,_run,_phase2_sv_synth_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,11141,600,call-through,_docker_exec,_phase2_sv_synth_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,11182,30,call-through,_docker_exec,_phase2_sv_synth_fallback,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,11202,60,call-through,_run,_phase2_retrieve_netlist,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12066,_synth_to,call-through,_run,step_yosys_synth,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12078,_synth_to,call-through,_run,step_yosys_synth,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12095,60,call-through,_run,step_yosys_synth,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12106,60,call-through,_run,step_yosys_synth,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12124,_synth_to,call-through,_run,step_yosys_synth,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12134,30,call-through,_run,step_yosys_synth,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12533,120,call-through,_run,step_qsf_gen,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12585,60,call-through,_run,step_sdc_gen,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12620,60,call-through,_run,step_otp_image_check,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12701,1800,call-through,_run,step_fpga_compile,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,12810,300,call-through,_run,step_fpga_burn,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,13086,30,call-through,_run,step_usb_hid_tester_verify,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,13089,60,call-through,_run,step_usb_hid_tester_verify,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,13115,30,call-through,_run,step_usb_hid_tester_verify,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,13119,30,call-through,_run,step_usb_hid_tester_verify,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,13123,60,call-through,_run,step_usb_hid_tester_verify,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,13186,7200,call-through,_run,step_phase3,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,14936,900,call-through,_run,_verilator_stage_exec,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
A,subprocess timeout=,plugin/programs/design_one_shot_runner.py,14943,900,call-through,_docker_exec,_verilator_stage_exec,TimeoutExpired escapes -> process crashes / test ERRORs -> recorded as a defect
