host	path	ignored_entry	n_files	n_bytes
112	/home/reyerchu/_i_pin_v1519_1091	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	4	97276
112	/home/reyerchu/_i_pin_v1519_1091	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	15442
112	/home/reyerchu/_i_solo_1517	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	8133
112	/home/reyerchu/_i_solo_1517	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1918
112	/home/reyerchu/_i_solo_1517	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	136	5276460
112	/home/reyerchu/_i_solo_1517	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	64	4011356
112	/home/reyerchu/_i_solo_1517	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	4	97256
112	/home/reyerchu/_i_solo_1517	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	15432
112	/home/reyerchu/_jppa_contract/tree	tools/__pycache__/	1	14857
112	/home/reyerchu/_jppa_contract/tree	tools/ci/__pycache__/	1	69975
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	7419
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1966
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/benchmark/__pycache__/	2	281496
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	449	21973983
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/__pycache__/	5	85102
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	178	9176632
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/__pycache__/	1	7826
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/fixtures/synthetic_benchmark_phase1/	56	29187
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	5	115226
112	/home/reyerchu/_jppa_contract/tree	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	8	171912
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	149536
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1875
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/_shared/__pycache__/	2	29261
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/benchmark/__pycache__/	12	431825
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	791	26084902
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/programs/gds_antenna/__pycache__/	1	6077
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	2102	53704612
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/matrix_63x8/__pycache__/	4	76459
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/reports/	1	188
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/skills/gatekeeper-loop/programs/__pycache__/	1	17071
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	8	171219
112	/home/reyerchu/vibe-ic-wt-a3prov	vibe-ic-marketplace/scratch_geom_signoff_tests/	15	10778
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_fresh_v0124/score/src/__pycache__/	2	7659
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_fresh_v0125/score/src/__pycache__/	2	7659
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0122_mcp/score/src/__pycache__/	2	7655
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0123/score/src/__pycache__/	2	7647
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0124/score/src/__pycache__/	2	7647
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/cocotb_work/__pycache__/	2	7711
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/score/src/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0156/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7986
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0156/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7711
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0157/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7986
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0157/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7711
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0158/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7986
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0158/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7711
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0159/cvdp_agentic_8x3_priority_encoder_0003/score/src/__pycache__/	3	7986
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v0159/cvdp_agentic_fixed_arbiter_0001/score/src/__pycache__/	2	7711
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0001/src/__pycache__/	2	7355
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0005/src/__pycache__/	2	8923
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0009/src/__pycache__/	2	12317
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_64b66b_encoder_0022/src/__pycache__/	2	12111
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0001/src/__pycache__/	2	4628
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0005/src/__pycache__/	2	5515
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0013/src/__pycache__/	2	6930
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_gf_multiplier_0021/src/__pycache__/	2	5292
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0001/src/__pycache__/	2	3774
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0003/src/__pycache__/	2	4363
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0009/src/__pycache__/	2	4821
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0011/src/__pycache__/	2	5243
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_hamming_code_tx_and_rx_0013/src/__pycache__/	2	5475
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0001/src/__pycache__/	2	3924
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0009/src/__pycache__/	2	4972
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0018/src/__pycache__/	2	4490
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/base_cvdp_copilot_scrambler_0024/src/__pycache__/	2	2904
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/ctx_cvdp_copilot_scrambler_0018/src/__pycache__/	2	4488
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/ctx_cvdp_copilot_scrambler_0024/src/__pycache__/	2	2902
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/enh_cvdp_copilot_64b66b_encoder_0009/src/__pycache__/	2	12315
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/enh_cvdp_copilot_scrambler_0009/src/__pycache__/	2	4970
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/enh_cvdp_copilot_scrambler_0018/src/__pycache__/	2	4488
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/cvdp/run_v1333_knowledge_converge/direct/sanity_cvdp_copilot_hamming_code_tx_and_rx_0001/src/__pycache__/	2	3778
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ace_chi/phase2/stage1/scaffold/__pycache__/	1	1288
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ahb_apb/phase2/stage1/scaffold/__pycache__/	1	1349
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/arinc429/phase2/stage1/scaffold/__pycache__/	1	1306
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/arm_aix/phase2/stage1/scaffold/__pycache__/	1	1352
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ble/phase2/stage1/scaffold/__pycache__/	1	1320
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/can/phase2/stage1/scaffold/__pycache__/	1	1281
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/canfd/phase2/stage1/scaffold/__pycache__/	1	1298
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/cxl/phase2/stage1/scaffold/__pycache__/	1	1284
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/dali/phase2/stage1/scaffold/__pycache__/	1	1361
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ddr/phase2/stage1/scaffold/__pycache__/	1	1280
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ethercat/phase2/stage1/scaffold/__pycache__/	1	1310
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ethernet/phase2/stage1/scaffold/__pycache__/	1	1317
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/hbm3/phase2/stage1/scaffold/__pycache__/	1	1377
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/hdlc/phase2/stage1/scaffold/__pycache__/	1	1286
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/hdmi/phase2/stage1/scaffold/__pycache__/	1	1295
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/i2c/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/i2s/phase2/stage1/scaffold/__pycache__/	1	1288
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/i3c/phase2/stage1/scaffold/__pycache__/	1	1290
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/jtag/phase2/stage1/scaffold/__pycache__/	1	1237
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/lin/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/lpddr5/phase2/stage1/scaffold/__pycache__/	1	1300
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/milstd1553/phase2/stage1/scaffold/__pycache__/	1	1307
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/mipi/phase2/stage1/scaffold/__pycache__/	1	1216
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/mipi_dsi/phase2/stage1/scaffold/__pycache__/	1	1200
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/modbus/phase2/stage1/scaffold/__pycache__/	1	1340
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/nfc/phase2/stage1/scaffold/__pycache__/	1	1355
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/nvme/phase2/stage1/scaffold/__pycache__/	1	1353
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/onewire/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/onfi/phase2/stage1/scaffold/__pycache__/	1	1249
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/pcie/phase2/stage1/scaffold/__pycache__/	1	1307
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/pcie_gen5/phase2/stage1/scaffold/__pycache__/	1	1331
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/rs485/phase2/stage1/scaffold/__pycache__/	1	1339
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/sata/phase2/stage1/scaffold/__pycache__/	1	1352
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/sdmmc/phase2/stage1/scaffold/__pycache__/	1	1242
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/soundwire/phase2/stage1/scaffold/__pycache__/	1	1331
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/spdif/phase2/stage1/scaffold/__pycache__/	1	1301
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/spi/phase2/stage1/scaffold/__pycache__/	1	1306
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/swd/phase2/stage1/scaffold/__pycache__/	1	1281
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/tilelink/phase2/stage1/scaffold/__pycache__/	1	1308
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/tpm/phase2/stage1/scaffold/__pycache__/	1	1398
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/uart/phase2/stage1/scaffold/__pycache__/	1	1322
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/ufs/phase2/stage1/scaffold/__pycache__/	1	1146
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/usb/phase2/stage1/scaffold/__pycache__/	1	1303
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/usb4/phase2/stage1/scaffold/__pycache__/	1	1308
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	benchmark-data/evaluation/phase1_parity/wishbone/phase2/stage1/scaffold/__pycache__/	1	1315
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	tools/__pycache__/	2	27955
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/.pytest_cache/	5	271642
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/__pycache__/	1	1067
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/programs/__pycache__/	130	3826739
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/programs/tests/__pycache__/	3	31630
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/reports/	1	188
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	vibe-ic-marketplace/plugins/vibe-ic/tools/phase1_engine/__pycache__/	2	12039
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_fresh_v0124/score/src/__pycache__/	2	7655
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_fresh_v0125/score/src/__pycache__/	2	7655
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0122_mcp/score/src/__pycache__/	2	7651
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0123/score/src/__pycache__/	2	7643
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0124/score/src/__pycache__/	2	7643
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/cocotb_work/__pycache__/	2	7707
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	benchmark-data/evaluation/cvdp/run_v0153_runner/fixed_priority_arbiter/score/src/__pycache__/	2	7703
