path	verdict	evidence
/home/reyerchu/_jland67	RECOVER	92 of the 95 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: caee6baaf84 -- re-measure before acting; these hosts are live] [safe to delete: its head is reachable from `fix/jland67-hygiene-subset-honoured` in the clone, so the commit survives the directory]
/home/reyerchu/_jmg2/vibe-ic-jmg2	LANDED	whole tree 78409748745 is byte-for-byte a tree origin/main publishes, at 867de428920 (2026-08-21), against main a00f53f2094. [worktree HEAD when judged: 867de428920 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `jmg2` in the clone, so the commit survives the directory]
/home/reyerchu/_jppa_runner/base	LANDED	whole tree 78409748745 is byte-for-byte a tree origin/main publishes, at 867de428920 (2026-08-21), against main a00f53f2094. [worktree HEAD when judged: 867de428920 -- re-measure before acting; these hosts are live] [safe to delete: its head is reachable from `agent/jppa-p0-closed-loop-census` in the clone, so the commit survives the directory]
/home/reyerchu/_jppa_timing/repo	RECOVER	5 of the 5 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/_ppa/backends/__init__.py) = 5fb8fcc4cb787b97056a07a74b785ee0ced0022dd73cec263aacd2108e554e53 here, 80d38ce7735cff76ec59a65b90dcc19573a04f90b470e1eea1a57aa915e31849 on main (+6/-122 lines vs main); that file is python, 11 lines — `_ppa.backends` — one module per tool, and each one only PARSES. [worktree HEAD when judged: e8fc2e8484d -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `jppa-timing` in the clone, so the commit survives the directory]
/home/reyerchu/_jruns/repo_vibeic	RECOVER	11 of the 91 files it owns hold bytes main does not have. sha256(docs/research/fleet_run_folder_triage_evidence/112/_agent_scratch_sn/ctrl_run1.log) = 30d4bef437911a8451d5830c0b3711c4d6d8d12526333f80fb059e72e53d244b here, (no such path on origin/main) on main (main has no file at this path); that file is file, 603 lines — === Vibe-IC phase1_phase2_phase3 compliance === [worktree HEAD when judged: b6e2f066290 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `_jruns_triage` in the clone, so the commit survives the directory]
/home/reyerchu/_meas_base_hyg	LANDED	whole tree a3788ac5a81 is byte-for-byte a tree origin/main publishes, at a00f53f2094 (2026-08-21), against main a00f53f2094. [worktree HEAD when judged: a00f53f2094 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/_meas_base_tests	LANDED	whole tree a3788ac5a81 is byte-for-byte a tree origin/main publishes, at a00f53f2094 (2026-08-21), against main a00f53f2094. [worktree HEAD when judged: a00f53f2094 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/_meas_head	RECOVER	90 of the 93 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: 8c409aa5a1a -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `assembly` in the clone, so the commit survives the directory]
/home/reyerchu/_meas_head_hyg	RECOVER	90 of the 93 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: 8c409aa5a1a -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `batch67` in the clone, so the commit survives the directory]
/home/reyerchu/_meas_head_tests	RECOVER	90 of the 93 files it owns hold bytes main does not have. sha256(docs/research/2026-08-21-corpus-gate-adjudication.md) = 584ea76f0caf73fdc12e8d72be224c4c2fda25ef6d28f5e444113c9edda99110 here, (no such path on origin/main) on main (main has no file at this path); that file is markdown, 157 lines — Adjudication: the two corpus gates [worktree HEAD when judged: 8c409aa5a1a -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `batch67` in the clone, so the commit survives the directory]
/home/reyerchu/campaign_v164_spm_ihp/wt_pdk	RECOVER	2 of the 2 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/phase3_one_shot_runner.py) = 6ec5c1cc7dedefe8787d6ec8b8ee9420f954efe5995a5111e5bed0bcdfa04c4b here, 8dcd4d70c1002f78067001366747ebe36bd5e93b3e5036678eecb9cfc532b226 on main (+1371/-17283 lines vs main); that file is python, 25755 lines — phase3_one_shot_runner.py — single-call orchestrator for Phase 3 (synth → GDS). [worktree HEAD when judged: 5ff7ae81084 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `capture/pdk-undeclared-name-silent-sky130-substitution` in the clone, so the commit survives the directory]
/home/reyerchu/campaign_v164_spm_ihp/wt_pdkfail	RECOVER	7 of the 8 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/INDEX.md) = b5d2579f1d4a34aebf99651cdf58573798cf1146b783fb7b696ece28bc8340fc here, c05ce3142b82268618a9cfbfa8e7d1b14ea200433dae76c9d5641285b33e5e29 on main (+790/-1192 lines vs main); that file is markdown, 1984 lines — <!-- AUTO-GENERATED by tools/gen_programs_index.py — DO NOT EDIT BY HAND --> [worktree HEAD when judged: a6677f1d4b0 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix/pdk-fail-closed-and-cmos5l-registry` in the clone, so the commit survives the directory]
/home/reyerchu/campaign_v164_spm_ihp/wt_pristine	RECOVER	its HEAD holds nothing main lacks, but the WORKING TREE holds 0 modified + 2 new non-ignored file(s) that are on no branch at all. sha256(UNCOMMITTED[NEW:vibe-ic-marketplace/plugins/vibe-ic/programs/pdk_registry_image_consistency_check.py) = (not on disk) here, - on main (-); that file is - [worktree HEAD when judged: 918bf1e7cfa -- re-measure before acting; these hosts are live] [safe to delete: its head is reachable from `capture/container-image-pin-unverified` in the clone, so the commit survives the directory]
/home/reyerchu/hyg32b_ctl	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit ab5a23a28b2, whose plugin manifest is byte-identical to the one on disk. 1 of the 1 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_phase3_step10_prelayout_basis_behaviour.py) = 33f5e92a23551df93afa5b5710f44a305bf0f3f1671e126100e1dc6cc5684054 here, ecc3ffb8ca751cad3fe2501399066d64e3b00052c2551d30a24fbfd6e993914d on main (+3/-21 lines vs main); that file is python, 474 lines — Step 10 must not publish a POST_ROUTE body under its PRE-LAYOUT header when [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base ab5a23a28b2; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/home/reyerchu/prcheck161/main	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/pr	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/repo	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/w1	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/w2	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/w3	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/w4	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/w5	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/prcheck161/w6	LANDED	whole tree 50f289f1a09 is byte-for-byte a tree origin/main publishes, at 24ff9530779 (2026-08-13), against main a00f53f2094. [worktree HEAD when judged: 24ff9530779 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/rev_fix	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit f6b0e77dd81, whose plugin manifest is byte-identical to the one on disk. 5 of the 5 file(s) it changed hold bytes main does not have. sha256(tools/gatekeeper-land.sh) = 0b4e84a91958de8235daf4f814167470173d781e01b36bbc7acde24e74f36b91 here, 6f771cc98d2a907b6b6fe81070cbaace2def23aea8e91b323465eb69a3c4c2a9 on main (+129/-841 lines vs main); that file is shell, 842 lines — gatekeeper-land.sh — everything `gatekeeper-ci.yml` and `ci.yml` would have run, [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base f6b0e77dd81; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/home/reyerchu/vibe-ic	RECOVER	its HEAD holds nothing main lacks, but the WORKING TREE holds 18 modified + 0 new non-ignored file(s) that are on no branch at all. sha256(UNCOMMITTED[MOD:vibe-ic-marketplace/plugins/vibe-ic/programs/metal_fill_density_check.py) = (not on disk) here, - on main (-); that file is - [worktree HEAD when judged: cb8e4c2c0f5 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-pr1702-hotfix-20260817	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit d414f544ecb, whose plugin manifest is byte-identical to the one on disk. 4 of the 4 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/rtl_hygiene_lint.py) = e4a4fa61d45497a5a72fa7b5c8cb510c374e247fdee6b6174781bca74cdd9e40 here, 42d3bc8ead1730e9ac25aaf29c3cf420afa2f05092e10b536d39d5377d9b2def on main (+57/-414 lines vs main); that file is python, 6547 lines — rtl_hygiene_lint.py — General-purpose RTL hygiene checker. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base d414f544ecb; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/home/reyerchu/vibe-ic-repo	RECOVER	its HEAD holds nothing main lacks, but the WORKING TREE holds 14 modified + 0 new non-ignored file(s) that are on no branch at all. sha256(UNCOMMITTED[MOD:.claude-plugin/marketplace.json) = (not on disk) here, - on main (-); that file is - [worktree HEAD when judged: 498d0617233 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-shard	LANDED	whole tree 4e9686db2cb is byte-for-byte a tree origin/main publishes, at 2efa6af35be (2026-08-15), against main a00f53f2094. (Partial checkout: files main has are absent from disk, none modified. NOTE: a plugin/marketplace INSTALL directory looks exactly like this — removing one uninstalls the plugin.) [worktree HEAD when judged: 2efa6af35be -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `main` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-1528-baseline	LANDED	whole tree 65d9f32649e is byte-for-byte a tree origin/main publishes, at 721767b3356 (2026-07-22), against main a00f53f2094. [worktree HEAD when judged: 721767b3356 -- re-measure before acting; these hosts are live] [safe to delete: its head is reachable from `capture/container-image-pin-unverified` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-a857c45b-gconn	LANDED	whole tree 7ba7f9c7140 is byte-for-byte a tree origin/main publishes, at 944a9b159eb (2026-07-22), against main a00f53f2094. [worktree HEAD when judged: 944a9b159eb -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix/pg-global-connect-post-insertion` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-ibex-dft-samplesize	RECOVER	its HEAD holds nothing main lacks, but the WORKING TREE holds 2 modified + 0 new non-ignored file(s) that are on no branch at all. sha256(UNCOMMITTED[MOD:vibe-ic-marketplace/plugins/vibe-ic/programs/tests/test_transition_fault_atpg.py) = (not on disk) here, - on main (-); that file is - [worktree HEAD when judged: e2575a8a9f2 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix-dft-tdf-fault-sample-size` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-ibex-fix-lec-multiroot-gatetop-ibex	ABANDON	superseded intermediate: all 1 of its differing files reverse-apply cleanly onto main, so main already contains its change and has moved further on the same files. Nothing in it is absent from main but an older copy of what main has. [worktree HEAD when judged: 55d3c3e26be -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix-lec-multiroot-gatetop-ibex` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-opentitan_aes-dft-clock-derive-clki-opentitan	RECOVER	2 of the 5 files it owns hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/programs/design_one_shot_runner.py) = db5c4858785a0e5cf489d753f2eeb8121bcc54925ac6a5638cc5f3d803a14e70 here, a7721eade1195878fdcc9cce2f5d39b331c4df430ba88382165c9edabcb27a32 on main (+333/-5868 lines vs main); that file is python, 10680 lines — design_one_shot_runner.py — the DESIGN one-shot runner (Phase 1 -> Phase 2: [worktree HEAD when judged: deaa3ad785a -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `dft-transition-engine-limited-opentitan` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-rtllm-capture	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 772c31dcb41, whose plugin manifest is byte-identical to the one on disk. 5 of the 9 file(s) it changed hold bytes main does not have. sha256(vibe-ic-marketplace/plugins/vibe-ic/benchmark/score_iverilog_tb.py) = 1ea1dd5a1d65ff6fde18ef8531a85b98e39561425160481e16e6f0d4c2d41719 here, fa31bd02e57d76e5eedb9a4360752d94f3d78627218825efe921fe91eb09fa87 on main (+25/-286 lines vs main); that file is python, 2281 lines — score_iverilog_tb.py — generic iverilog-substitutes-VCS scorer for Shape B + Shape C. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 772c31dcb41; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/home/reyerchu/vibe-ic-wt-sha256-corner	ABANDON	superseded intermediate: all 2 of its differing files reverse-apply cleanly onto main, so main already contains its change and has moved further on the same files. Nothing in it is absent from main but an older copy of what main has. [worktree HEAD when judged: 61f8c39ae00 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix/sta-signoff-corner-from-pdk` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-sha256-repair	ABANDON	superseded intermediate: all 2 of its differing files reverse-apply cleanly onto main, so main already contains its change and has moved further on the same files. Nothing in it is absent from main but an older copy of what main has. [worktree HEAD when judged: 389d7461e8c -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix-signoff-corner-pdk-reference` in the clone, so the commit survives the directory]
/home/reyerchu/vibe-ic-wt-sha256-sta	LANDED	whole tree 82904ba6f5c is byte-for-byte a tree origin/main publishes, at f57ef35dfd7 (2026-07-24), against main a00f53f2094. [worktree HEAD when judged: f57ef35dfd7 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `fix/sha256-ss-sta` in the clone, so the commit survives the directory]
/home/reyerchu/wt-capture-preflight	ABANDON	superseded intermediate: all 1 of its differing files reverse-apply cleanly onto main, so main already contains its change and has moved further on the same files. Nothing in it is absent from main but an older copy of what main has. [worktree HEAD when judged: f4ebbdc958b -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `capture/spec-required-artifact-preflight` in the clone, so the commit survives the directory]
/home/reyerchu/wt-sha256-1666	LANDED	whole tree 6aa66db7996 is byte-for-byte a tree origin/main publishes, at aafc5fe9d30 (2026-07-26), against main a00f53f2094. [worktree HEAD when judged: aafc5fe9d30 -- re-measure before acting; these hosts are live] [safe to delete: its head is ref `run/sha256-1666` in the clone, so the commit survives the directory]
/home/reyerchu/wt-w7-invariants	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 8e60dd954e5, whose plugin manifest is byte-identical to the one on disk. 29 of the 30 file(s) it changed hold bytes main does not have. sha256(CONTRIBUTING.md) = 7ce127a2b0797a5c0a4177082fa840107b1884c2c34b1c11542a9a1d55098982 here, c577fcd8187bf4283e53f08bcabfd0c4be09e15b3305c6bdb0194983f135b637 on main (+8/-0 lines vs main); that file is markdown, 269 lines — Contributing to Vibe-IC [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 8e60dd954e5; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/home/reyerchu/wt/i901	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 5e5a11f654c, whose plugin manifest is byte-identical to the one on disk. 20 of the 43 file(s) it changed hold bytes main does not have. sha256(tools/ci/repo_hygiene_gates.sh) = f64076534d5ae33e549e1570a541ad9b651370e513f1c6b7dfdd073c342b73d2 here, c311b8d27416b22c292c2cb0289e2668a7f5859a43bb4480c3c6ce389d12b861 on main (+54/-973 lines vs main); that file is shell, 734 lines — tools/ci/repo_hygiene_gates.sh — the repo-wide invariant gates, in ONE place. [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 5e5a11f654c; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
/home/reyerchu/wt/i901head	RECOVER	its worktree registration was pruned, so it has no HEAD and no merge-base and `git worktree list` cannot see it; the files on disk are its whole content, scoped against main commit 5e5a11f654c, whose plugin manifest is byte-identical to the one on disk. 4 of the 8 file(s) it changed hold bytes main does not have. sha256(tools/vibeic-eda/EDA_FORK_SYNC_LOG.md) = 1b4f3276c92db323363dbade1f32d8c14ebe0dd6c9c504e106b31014b8dddb24 here, 9ec8c2baa6e4dc95a2e5600f7fe6c9cd542a555cbc566c8ba5735c25a6fcff6d on main (+0/-71 lines vs main); that file is markdown, 224 lines — EDA Fork Sync Log [no worktree HEAD: its registration was pruned, so it has none -- judged from the files on disk against base 5e5a11f654c; re-measure before acting] [**DELETING THIS DIRECTORY DESTROYS THE CONTENT**: its worktree registration was already pruned, so it is on no ref and git cannot see it at all -- the files on disk are the only copy of anything here that is not on main.]
