path	verdict	head	anchor_class	anchor_ref
/home/reyerchu/wt-jw2-scratch-revert	RECOVER	64452a3fb93812c785bcf572e21a94032bf35ea6	BRANCH	harvest/rescue-reanchor-5
/home/reyerchu/wt_k3_dep	RECOVER	671f5a0b49c543f69c2e3e5c4ad15859903ca2f3	BRANCH	harvest/rescue-reanchor-6
/home/reyerchu/wt-main62	LANDED	6dfe15a329e6e1fbd621d0bfaadaed41c3c5db9a	BRANCH	agent/j63b-63x8-reenumeration
/home/reyerchu/_wt_sha256_sta	RECOVER	23f7b6500c3bb36222f4fbe752c837f0fd936ffa	BRANCH	harvest/rescue-reanchor-3
/tmp/anchorfix	RECOVER	39106db564a2fd7cbd637ce10130e975e69460ad	PULLREF	pull/1747/head
/tmp/claude-1000/-home-reyerchu/4b968d04-058f-4158-87d8-380f5eedccae/scratchpad/vibeic-check	RECOVER	694b3dc0dcfb1e220674ec980cc793b385314460	BRANCH	harvest/rescue-reanchor-1
/tmp/claude-1000/-home-reyerchu/4b968d04-058f-4158-87d8-380f5eedccae/scratchpad/vibeic-decouple	RECOVER	788af6188b066c209dcffbc847dfb48ca201d07c	PULLREF	pull/1759/head
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-base	LANDED	867de428920c708934f06411fc91225dc4f58fe6	BRANCH	agent/j63b-63x8-reenumeration
/tmp/claude-1000/-home-reyerchu-vibe-ic/0144f922-cbe4-48a4-937e-a5e723ca0cec/scratchpad/wt-ppa	RECOVER	c7f34a9822923c1ce9053b8c093cc10b2dca8f4d	BRANCH	harvest/rescue-reanchor-10
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt	RECOVER	0aa57229f64d69904a7d70f302ab7093530fc654	BRANCH	harvest/rescue-reanchor-1
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt2	RECOVER	b6bb7de63d2b8e73bce75c5f5d7debeb3b48e889	BRANCH	harvest/rescue-reanchor-9
/tmp/claude-1000/-home-reyerchu-vibe-ic/4dda6029-53c1-403d-a352-47be4c3a1519/scratchpad/wt3	RECOVER	8342b9a636d262a3985c64463ad9fc4205e258e1	BRANCH	harvest/rescue-reanchor-7
