host	path	repo	head	branch	kind	prior_verdict	notes
112	/home/reyerchu/_batch42	/home/reyerchu/vibe-ic	2a942150b9895db1e0350c8a15e6374e9e0f12d4	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=795 nadd=996 ndel=5414 rule=R2 issue=
112	/home/reyerchu/_batch43	/home/reyerchu/vibe-ic	6e90026c05fdd0c7d33641b2eeeb99438f127380	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=793 nadd=994 ndel=5412 rule=R2 issue=
112	/home/reyerchu/_batch7	/home/reyerchu/vibe-ic	471490960c60e547296990ab83f5188ef0a490df	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=358 nadd=358 ndel=1430 rule=R2 issue=
112	/home/reyerchu/_batch96	/home/reyerchu/vibe-ic	35bdad45f135b8bb92c2c149e40b4abae65e86c2	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2415 nadd=3703 ndel=30822 rule=R2 issue=
112	/home/reyerchu/_batchX	/home/reyerchu/vibe-ic	3ee007b6eaf4dc194cff74bc4db4b421ec9ffdb0	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2281 nadd=3360 ndel=28550 rule=R2 issue=
112	/home/reyerchu/_cpath_priv/basetree	/home/reyerchu/_cpath_priv/vibe-ic	46db018669cbd98a2bf6738235edaa03b2ae32a7	(detached)	NEW		never judged
112	/home/reyerchu/_ctrl1532	/home/reyerchu/vibe-ic	fa0ce6f8ad97f660f63727fd4897d726d8656828	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=217 nadd=217 ndel=728 rule=R2 issue=
112	/home/reyerchu/_ctrl2	/home/reyerchu/vibe-ic	09eee05443e037fbc296692236e9967558ce4c05	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=244 nadd=244 ndel=1175 rule=R2 issue=
112	/home/reyerchu/_ctrl3	/home/reyerchu/vibe-ic	9a037726e0550f2e0deaeeb239723f2b696216cf	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=403 nadd=403 ndel=1320 rule=R2 issue=
112	/home/reyerchu/_gf180_priv/wt	/home/reyerchu/vibe-ic	d830ba32dcbaa4c4c1bda37e5991f6e455056f36	refs/heads/gf180/chip-path-captures	MOVED	RECOVER	HEAD moved since judging (61fbc401f -> d830ba32d); prior RECOVER is void
112	/home/reyerchu/_gf180_priv/wt2	/home/reyerchu/vibe-ic	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	(detached)	NEW		never judged
112	/home/reyerchu/_i_batch103	/home/reyerchu/vibe-ic	e539d0622eaf27075ec6443b74afd450ccb3d222	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3228 nadd=4217 ndel=33501 rule=R2 issue=
112	/home/reyerchu/_i_batchv2	/home/reyerchu/vibe-ic	5f8de0427b706e76681505a605204bf54d62df56	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3332 nadd=4176 ndel=33105 rule=R2 issue=
112	/home/reyerchu/_i_batchv3	/home/reyerchu/vibe-ic	78f99ee5f23231d23980dded04d73aec34e108ce	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3207 nadd=4051 ndel=32213 rule=R2 issue=
112	/home/reyerchu/_i_pin_v1519_1091	/home/reyerchu/vibe-ic	33acdb41e0c5a1e6c0117069f178b1984b198477	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=47 nadd=47 ndel=1035 rule=R2 issue=
112	/home/reyerchu/_i_solo_1126	/home/reyerchu/vibe-ic	30ca1a916507478dbe53f7517e3b16f76fa6efde	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=79 nadd=79 ndel=628 rule=R2 issue=
112	/home/reyerchu/_i_solo_1517	/home/reyerchu/vibe-ic	097b91daaff0cf0cd1bb8ad47f757ef4b0b2639e	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=78 nadd=78 ndel=1662 rule=R2 issue=
112	/home/reyerchu/_jcorpus/base	/home/reyerchu/vibe-ic	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	(detached)	NEW		never judged
112	/home/reyerchu/_jcorpus/tree	/home/reyerchu/vibe-ic	aeb888694f8fe4fde567ee37d00fa25d3fdb38d9	refs/heads/jcorpus/ppa-corpus-mode	NEW		never judged
112	/home/reyerchu/_jd3	/home/reyerchu/vibe-ic	a00f53f2094812041c8aa6094f27058bc1b14ddd	refs/heads/fix/jd3-d3-declaration-parity	NEW		never judged
112	/home/reyerchu/_jppa_contract/tree	/home/reyerchu/vibe-ic	e59fb46f38982b0034d62d7e36ce0003933bb709	refs/heads/jppa-contract	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3702 nadd=4040 ndel=0 rule=R2 issue=
112	/home/reyerchu/_jppa_search/tree	/home/reyerchu/vibe-ic	dd98dab4baaa659ca24fb1edf1fd10f966c0e220	refs/heads/jppa-search/ppa-search-layer	MOVED	RECOVER	HEAD moved since judging (8ba4bb7a7 -> dd98dab4b); prior RECOVER is void
112	/home/reyerchu/_jppa_skills/tree	/home/reyerchu/vibe-ic	39b985af57acb42a71855fb323391dac747880f5	refs/heads/jppa-skills/six-ppa-skills	MOVED	RECOVER	HEAD moved since judging (03926f8b5 -> 39b985af5); prior RECOVER is void
112	/home/reyerchu/_steps68	/home/reyerchu/vibe-ic	8aeb759d0e224d80c61d43ba86de258f25483f16	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=40 nadd=40 ndel=54 rule=R2 issue=
112	/home/reyerchu/_v1126	/home/reyerchu/vibe-ic	a7b1ed913e21485660bfa3d9d5ba69042dabaea4	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=79 nadd=79 ndel=628 rule=R2 issue=
112	/home/reyerchu/_v1290	/home/reyerchu/vibe-ic	69fa7107d6a2dde02ef35484f99e6ac8f8d5a9ee	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=68 nadd=68 ndel=382 rule=R2 issue=
112	/home/reyerchu/vibe-ic-wt-a3prov	/home/reyerchu/vibe-ic-repo	bcaa9bc9e70a03a335cbdeaa7459493072d871e5	refs/heads/fix/analog-a3-netlist-provenance-gate	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=122 nadd=122 ndel=2052 rule=R2 issue=
112	/home/reyerchu/vibe-ic-wt-caravel-slew-drv2	/home/reyerchu/vibe-ic-repo	b2c404a99d448cc938ee0238ab72c5d06e769bbc	refs/heads/fix/caravel-slew-drv-closure-v2	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1745 nadd=1745 ndel=18022 rule=R2 issue=
112	/home/reyerchu/vibe-ic-wt-caravel-slew-drv3	/home/reyerchu/vibe-ic-repo	27523121a3af873b33ec2668f0cbd4882c9dd8e7	refs/heads/fix/caravel-slew-drv-closure-v3	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1745 nadd=1745 ndel=18022 rule=R2 issue=
112	/home/reyerchu/vibe-ic-wt-subservient-l10-cpu-oracle	/home/reyerchu/vibe-ic-repo	77339fb8dd41f8b6f058092e8a8e3a6bbb1480b7	refs/heads/fix/l10-tb-cpu-oracle-waiver	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=145 nadd=145 ndel=1429 rule=R2 issue=851
112	/tmp/anchorfix	/home/reyerchu/vibe-ic-repo	39106db564a2fd7cbd637ce10130e975e69460ad	refs/heads/fix/anchor-target-uses-per-tag-manifest	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=35 nadd=35 ndel=7 rule=R2 issue=
112	/tmp/claude-1000/-home-reyerchu/4b968d04-058f-4158-87d8-380f5eedccae/scratchpad/vibeic-check	/home/reyerchu/vibe-ic	694b3dc0dcfb1e220674ec980cc793b385314460	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=10 nadd=10 ndel=94 rule=R2 issue=
112	/tmp/claude-1000/-home-reyerchu/4b968d04-058f-4158-87d8-380f5eedccae/scratchpad/vibeic-decouple	/home/reyerchu/vibe-ic	788af6188b066c209dcffbc847dfb48ca201d07c	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=10 nadd=10 ndel=272 rule=R2 issue=
121	/home/reyerchu/_advkill_lgate	/home/reyerchu/vibe-ic	1c926d0c7a57795401f73de743fc31a60cd3cb84	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1854 nadd=1857 ndel=551 rule=R2 issue=
121	/home/reyerchu/_adv_lgate_unknown	/home/reyerchu/vibe-ic	fa7c1382660a8d08d979b53f996979c7cc84feb8	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1817 nadd=1817 ndel=500 rule=R2 issue=
121	/home/reyerchu/_agentjob_i1027rw/wt	/home/reyerchu/vibe-ic	a925fcb35e92a4beb2240869fe1d8f79b19cca1e	refs/heads/rework/1027	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=499 nadd=86922 ndel=5557 rule=R2 issue=1027
121	/home/reyerchu/_agentjob_lgate/gate	/home/reyerchu/_agentjob_lgate/repo	bd20fc88d40bab2628686b4d2f8d24d28e7be81b	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1757 nadd=1757 ndel=500 rule=R2 issue=
121	/home/reyerchu/_agent_scratch_sub_gf180_11029/wt_pr	/home/reyerchu/vibe-ic	f60c654ba01745cf116773a58a7073fa8c55ec78	refs/heads/feat/riscv-isa-ref-oracle-tb-gen	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1234 nadd=1234 ndel=1 rule=R2 issue=
121	/home/reyerchu/AI_IC_design/_jm9_base	/home/reyerchu/vibe-ic	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	(detached)	NEW		never judged
121	/home/reyerchu/AI_IC_design/_jm9_wt	/home/reyerchu/vibe-ic	bcb0beb669b55a8c2ecc1aeafacb474ccb08ea57	refs/heads/jm9/d9-verdict-consumed	NEW		never judged
121	/home/reyerchu/AI_IC_design/_jppasearch_wt	/home/reyerchu/vibe-ic	8bd7fe74cd5911d04dfbff5e9ff2efc1a43fc048	refs/heads/jppasearch/ppa-search-layer	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2777 nadd=2777 ndel=544 rule=R2 issue=
121	/home/reyerchu/AI_IC_design/wt-all	/home/reyerchu/vibe-ic	e6370636c5eb77ed4c4a67435753341fd36161e9	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=38 nadd=52 ndel=78 rule=R2 issue=
121	/home/reyerchu/AI_IC_design/wt-all2	/home/reyerchu/vibe-ic	81ef726f88fa404078a23c770bd88d8a46098bb2	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=59 nadd=73 ndel=82 rule=R2 issue=
121	/home/reyerchu/AI_IC_design/wt-gint-twopaths	/home/reyerchu/vibe-ic	fc4db8ecbd49b15d744f95066a544da595bcae01	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=27 nadd=41 ndel=51 rule=R2 issue=
121	/home/reyerchu/AI_IC_design/wt-jw2-placement	/home/reyerchu/vibe-ic	aea73f4c6c1274249ef7ecdf2a500066b7177511	refs/heads/jw2/placement-legality-verdict	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1558 nadd=1574 ndel=1639 rule=R2 issue=
121	/home/reyerchu/AI_IC_design/wt_jwire2	/home/reyerchu/vibe-ic	a00f53f2094812041c8aa6094f27058bc1b14ddd	refs/heads/fix/jwire2-hygiene-wiring	NEW		never judged
121	/home/reyerchu/AI_IC_design/wt-w3-unforgeable	/home/reyerchu/vibe-ic	57adb87274cbb75e28eacba6deefdcff3fab579f	refs/heads/fix/1745-unforgeable-benchmark	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1739 nadd=1739 ndel=290 rule=R2 issue=1745
121	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/r8/main	/home/reyerchu/vibe-ic	d9b72217b028b51aead7545fe0c959a5e7cd06a5	refs/heads/fix/drv-repair-electrical-floor-r8	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=682 nadd=682 ndel=7709 rule=R2 issue=
121	/home/reyerchu/_c_o_caravel_user_project_sky130A_c2_scratch/wt	/home/reyerchu/vibe-ic	688aad2d32d611234bbe58eca55753be7496552b	refs/heads/fix/sdc-gen-surface-residue-r4	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=861 nadd=861 ndel=8388 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_scope	/home/reyerchu/vibe-ic	1f2aa7fefd8924f9be607ae16ccbc07167f5c25d	refs/heads/fix/rtl-scope-collectors-skip-flow-own-output	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=32 nadd=32 ndel=103 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c2_scratch/wt_sdc	/home/reyerchu/vibe-ic	4ec43a6ed578e14bfe0f8dc1b612f4ec5f8307ac	refs/heads/fix/staged-sdc-resolved-from-canonical-input-dir	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=785 nadd=785 ndel=7963 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_c3_scratch/wt	/home/reyerchu/vibe-ic	9f41f420c5009a6a67927cf3ec4d9fa4b7e4f7df	refs/heads/c3-edge-nangate45	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=679 nadd=679 ndel=7638 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_cdc	/home/reyerchu/vibe-ic	81211669ff01c2b2a09d5a5d6b71028f230eaefa	refs/heads/fix/cdc-gates-scan-scope-excludes-steps-publication-tree	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1 nadd=1 ndel=30 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_accel_nangate45_scratch/wt_run	/home/reyerchu/vibe-ic	791ba9807252bf44e4220cb39cff751d1f6b4612	refs/heads/run/edge-llm-nangate45-local	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=785 nadd=785 ndel=8275 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr	/home/reyerchu/vibe-ic	1dbe4ec61e3a1e678d676e89e10f69fd76d91ac9	refs/heads/lec-budget-kill-is-not-nonequivalence	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2 nadd=2 ndel=70 rule=R2 issue=
121	/home/reyerchu/_c_o_edge_llm_matmul_accel_nangate45_scratch/wt_pr2	/home/reyerchu/vibe-ic	3175d1f2f507131ba1585429e82d200a67f98496	refs/heads/pdk-target-unreadable-in-canonical-l19	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=96 nadd=96 ndel=476 rule=R2 issue=
121	/home/reyerchu/_c_rt_edge_llm_accel_scratch/wt_prose	/home/reyerchu/vibe-ic	8b69a09570778dfbf09298645f77b919c7d3f067	refs/heads/fix/canned-prose-must-not-outlive-the-fact-it-describes	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=23 nadd=23 ndel=37 rule=R2 issue=
