host	path	repo	head	branch	kind	prior_verdict	notes
105	/home/reyerchu/_jrc	/home/reyerchu/vibe-ic	a7f17ab477511fffb737a2c727c2d80ef914ddd3	refs/heads/jrc/ppa-layer-rc-contract	NEW		never judged
105	/home/reyerchu/vibe-ic-wt-approachA-a857c45b	/home/reyerchu/vibe-ic-repo	eae80aba9c3839b0a0bf05b2005170f72c463a98	refs/heads/fix/phase3-msetup-repair-approachA-a857c45b	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1433 nadd=1433 ndel=19075 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-hmpg-supply-p1p3	/home/reyerchu/vibe-ic-repo	e52900fd132e0d2119a89924278dff5e3f27b545	refs/heads/fix/hardmacro-supply-p1p3-block	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3153 nadd=3153 ndel=19680 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-ibex-cpu-regmap-nA	/home/reyerchu/vibe-ic-repo	2c319e98c0df7429ea8313342d52a8f16f1eca3e	refs/heads/fix-bitlevel-cpu-regmap-nA	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=36 nadd=36 ndel=472 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-macro-globalconnect	/home/reyerchu/vibe-ic-repo	291e7ed0b885523c70c6c64aa8af0e53b8b258c0	refs/heads/fix/hardmacro-supply-globalconnect	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1523 nadd=1523 ndel=19549 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-opentitan_aes-lec-container-timeout	/home/reyerchu/vibe-ic-repo	37f7ea2075bd80727530ed8bd749f4a56d4cd9e8	refs/heads/fix-lec-container-timeout-marker	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=30 nadd=30 ndel=848 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-opentitan_aes-lint-xor-fold-memberkey	/home/reyerchu/vibe-ic-repo	8a5c2ac08bbb3a9d0abdd70165aa17b0b3c0d9c2	refs/heads/fix-lint-xorfold-memberkey-opentitan	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=62 nadd=62 ndel=1211 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-opentitan_aes-tdf-netlist-discovery	/home/reyerchu/vibe-ic-repo	de709e2304d7c0f85748c3846b655e17f8afa7ca	refs/heads/fix-tdf-netlist-discovery	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=48 nadd=48 ndel=413 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-routeconv-grt273-plateau	/home/reyerchu/vibe-ic-repo	e01949bb5c4a49c4403ea5c837a098a3262eda7c	refs/heads/fix/route-converge-grt273-plateau	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2898 nadd=2898 ndel=18122 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-sha256-regmap-defer	/home/reyerchu/vibe-ic-repo	9194cab7093711c4485dbd9ab0b56fe39509a2de	refs/heads/fix/bitlevel-fullstack-crypto-oracle-defer	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=36 nadd=36 ndel=268 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-sha256-spef	/home/reyerchu/vibe-ic-repo	d90b6bb0abb1bd0f634eecfb8dbcb79bad9ff7bf	refs/heads/fix/postroute-real-spef-repair	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1530 nadd=1530 ndel=19941 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-sha256-synthdontuse	/home/reyerchu/vibe-ic-wt-a857c45b-gconn	c5f24801faf3cbb9c30e1b60656177a81a530905	refs/heads/fix/synth-dont-use-timing-driven-abc	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1485 nadd=1485 ndel=19904 rule=R2 issue=
105	/home/reyerchu/vibe-ic-wt-sha256-tdp	/home/reyerchu/vibe-ic-repo	735704b85d3e3de7f65dfe32bd546add1c5bb8f9	refs/heads/fix/phase3-timing-driven-placement	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1435 nadd=1435 ndel=19125 rule=R2 issue=
105	/home/reyerchu/wt-capture-imagepin	/home/reyerchu/vibe-ic-repo	bf2a761c34a8fb6a52efed840523e8fc0d269aef	refs/heads/capture/container-image-pin-unverified	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=5 nadd=5 ndel=123 rule=R2 issue=
105	/home/reyerchu/_wt_synthfe	/home/reyerchu/vibe-ic-repo	50aedbdde27bf8ff5447d0ed6354424f275b5e78	refs/heads/fix/synth-frontend-misattribution	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=0 ndel=0 rule=L2 issue=918
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/88b1189e-b41f-4ef2-821e-c21282fc805b/scratchpad/wt-jrecords	/home/reyerchu/vibe-ic	83672ba696776e9387a8a613e955e7713b584fbc	refs/heads/jrecords/record-shape-reconcile	NEW		never judged
105	/tmp/claude-1000/-home-reyerchu-vibe-ic/c4dc4062-1bea-4944-bf44-566bb9f3e106/scratchpad/wt-jcap-ppa	/home/reyerchu/vibe-ic	6a9f5553bdf594aa32dd1af826ff244dcb97d357	refs/heads/jcap-ppa	NEW		never judged
105	/tmp/shard_9a6c0f0b034ea9d73bc4bc6c661aae7b87fa6f0d_0	/home/reyerchu/vibe-ic-shard	9a6c0f0b034ea9d73bc4bc6c661aae7b87fa6f0d	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3 nadd=3 ndel=4 rule=R2 issue=
105	/tmp/shard_b486b862c7a0eb1eb4354b7b6bd4c8cf7dea5740_0	/home/reyerchu/vibe-ic-shard	b486b862c7a0eb1eb4354b7b6bd4c8cf7dea5740	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=259 nadd=272 ndel=4594 rule=R2 issue=
114	/home/reyerchu/advA	/home/reyerchu/vibe-ic	d288ed297294bb81e29e72cd1cd1401db90b2621	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=325 nadd=325 ndel=742 rule=R2 issue=
114	/home/reyerchu/_advf4	/home/reyerchu/vibe-ic	8780d892da9fcfd81d832cfa0c4bc800a3a23852	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1129 nadd=1129 ndel=329 rule=R2 issue=
114	/home/reyerchu/_advVD/wtB	/home/reyerchu/vibe-ic	b3056f51a2e30a5de719e03341bbc5a360140332	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=77 nadd=77 ndel=1259 rule=R2 issue=
114	/home/reyerchu/_agent_gipkit14/report	/home/reyerchu/vibe-ic	7511b28f0eb0511a6c2edd9827e7fe944e98b3f9	refs/heads/agent/gipkit14-fourteen-split	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=816 nadd=3082 ndel=0 rule=R2 issue=
114	/home/reyerchu/_agent_gsmall/wt	/home/reyerchu/vibe-ic	5cccdbc8cd1c207a89ef223cafba2f2410b75a51	refs/heads/agent/gsmall-density-antenna	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=500 nadd=672 ndel=114 rule=R2 issue=
114	/home/reyerchu/_agentjob_i1029/wt	/home/reyerchu/vibe-ic	2a1cb6c73180b6009e02b5ed5c762da2f991d519	refs/heads/fix/i1029-test-writes-into-shipped-tree	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=216 nadd=218 ndel=424 rule=R2 issue=1029
114	/home/reyerchu/_agentjob_jprog/skills	/home/reyerchu/vibe-ic	5206f227fde6430fb5dc0cdc95b9fd2716464d00	refs/heads/fix/jprog-skills-population	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=379 nadd=405 ndel=129 rule=R2 issue=
114	/home/reyerchu/_agentjob_jprog/wt	/home/reyerchu/vibe-ic	1edab6a787d61284ea9253e8efed62e5149b011c	refs/heads/fix/jprog-program-count-generator	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=708 nadd=732 ndel=1021 rule=R2 issue=
114	/home/reyerchu/_agentjob_medlow/wt	/home/reyerchu/vibe-ic	5891478d34ed1a0c3375da26fff82c2acc819880	refs/heads/fix/main-red-signoff-medlow-stale-step-pins	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=123 nadd=123 ndel=76 rule=R2 issue=
114	/home/reyerchu/_agentjob_retire/scratch/wt_cand	/home/reyerchu/vibe-ic	c5975afc1c4eef26f708bb87daa86dc7428ea3fb	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=5 nadd=45 ndel=67 rule=R2 issue=905
114	/home/reyerchu/_agent_scratch_firstrun/pr-worktree	/home/reyerchu/vibe-ic	cc63114855f80dfef48cff93be6e3951848e72f1	refs/heads/fix/result-md-freshness-idempotent	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=39 nadd=39 ndel=858 rule=R2 issue=
114	/home/reyerchu/_c_aes6_scratch/pristine	/home/reyerchu/vibe-ic	cc648030cad81b4dc8de331cd697781227bae71c	refs/heads/fix/p0-undecided-silence-hard-error	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=215 nadd=215 ndel=3868 rule=R2 issue=
114	/home/reyerchu/_counts2	/home/reyerchu/vibe-ic	c67efd4543b882a0e631fcdade9428ede6cee34b	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=0 ndel=0 rule=L2 issue=
114	/home/reyerchu/_gf_wt	/home/reyerchu/vibe-ic	564f2772acb9a2318e6cbe1bf61a680cd5562615	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3496 nadd=3499 ndel=4937 rule=R2 issue=1734
114	/home/reyerchu/_gk1745	/home/reyerchu/vibe-ic	4d308039523ef41cb7c77be142de2f64260f6aea	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1033 nadd=1033 ndel=272 rule=R2 issue=1745
114	/home/reyerchu/_i1705	/home/reyerchu/vibe-ic	601e46cdb5f53867aecf9b231e29a75c68fa0289	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=654 nadd=654 ndel=805 rule=R2 issue=1705
114	/home/reyerchu/_jcpath2/base2	/home/reyerchu/vibe-ic	a00f53f2094812041c8aa6094f27058bc1b14ddd	(detached)	NEW		never judged
114	/home/reyerchu/_jcpath2/mut	/home/reyerchu/vibe-ic	6b9143cf63feced415623940d2e373c3cbe38fa4	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2560 nadd=2579 ndel=52 rule=R2 issue=
114	/home/reyerchu/_jcpath2/pre7	/home/reyerchu/vibe-ic	138e1f3aa9d9671d362818473c29c02ef6221fbb	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2534 nadd=2563 ndel=465 rule=R2 issue=
114	/home/reyerchu/_jcpath2/wt	/home/reyerchu/vibe-ic	f741e54e087339351e63f107c4c2cbce526a41b1	refs/heads/jcpath2/ten	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2554 nadd=2573 ndel=52 rule=R2 issue=
114	/home/reyerchu/_jcpath2/wt7	/home/reyerchu/vibe-ic	3f3ced95fd5cce0af38249f747488336f05a0a7e	refs/heads/jcpath2/seven	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2431 nadd=2450 ndel=52 rule=R2 issue=
114	/home/reyerchu/_jcpath2/wt_new	/home/reyerchu/vibe-ic	2e2e48f054b3f60e78f345234511c41901961312	refs/heads/jcpath2/routerpin	NEW		never judged
114	/home/reyerchu/jd9_redden/wt	/home/reyerchu/vibe-ic	5b04154c38b73f99eab6f4ab562659f6ad14e58a	refs/heads/fix/d9-content-redden	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=806 nadd=806 ndel=164 rule=R2 issue=
114	/home/reyerchu/_jdeadline/measure	/home/reyerchu/vibe-ic	e4c5840d6f8ea75b9fa178bc943a0921d6159f3b	(detached)	NEW		never judged
114	/home/reyerchu/_jdeadline/wt	/home/reyerchu/vibe-ic	ff3fa3294868a13d8118d763ec545b5f16d8fc3a	refs/heads/agent/jdeadline-open-the-red-deadline	NEW		never judged
114	/home/reyerchu/_jf2	/home/reyerchu/vibe-ic	4b4a7620dff9a4d170f1ab6a8754ed6db77c7a95	refs/heads/fix/jf2-63x8-d2-three-unfalsifiable-clauses	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=221 nadd=221 ndel=72 rule=R2 issue=
114	/home/reyerchu/_jfind63	/home/reyerchu/vibe-ic	ec442cd23e78d6129b44e1bd5dfa66dba330dd4a	refs/heads/fix/jfindings-63x8-live-reds	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1072 nadd=1073 ndel=1376 rule=R2 issue=
114	/home/reyerchu/_jgate	/home/reyerchu/vibe-ic	288dc9fc8665c036828c148d1e9e08a93e37d38b	refs/heads/land/par-rebased	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3441 nadd=3455 ndel=160 rule=R2 issue=
114	/home/reyerchu/_jicip/base	/home/reyerchu/vibe-ic	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	(detached)	NEW		never judged
114	/home/reyerchu/_jicip/wt	/home/reyerchu/vibe-ic	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	refs/heads/agent/jicip-tapeout-path-matrix	NEW		never judged
114	/home/reyerchu/_jintent/wt	/home/reyerchu/vibe-ic	a00f53f2094812041c8aa6094f27058bc1b14ddd	refs/heads/agent/jintent-flow-gate-intent	NEW		never judged
114	/home/reyerchu/_jlandpar/ctl	/home/reyerchu/vibe-ic	0c07ae2b77ced299ee3faa9305d9e1b9c2b7bffc	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3673 nadd=3685 ndel=170 rule=R2 issue=
114	/home/reyerchu/_jlandpar/dev	/home/reyerchu/vibe-ic	01f0086263eaddebfe03942ffbe810d5fda284e3	refs/heads/agent/jlandpar-lane-parallel	MOVED	RECOVER	HEAD moved since judging (22e3e84e0 -> 01f008626); prior RECOVER is void
114	/home/reyerchu/_jlandpar/prep	/home/reyerchu/vibe-ic	748e3a7934444663eda018717e78194205da101f	refs/heads/agent/jlandpar-landpar-prepare	MOVED	RECOVER	HEAD moved since judging (706fa2074 -> 748e3a793); prior RECOVER is void
114	/home/reyerchu/_jlandpar/readmain	/home/reyerchu/vibe-ic	752a8baaf64c51ecc1038303bfa368e0ef249f03	(detached)	NEW		never judged
114	/home/reyerchu/_jlandpar/wt	/home/reyerchu/vibe-ic	a9cc3e19e314d348677e61a722d79f4c1b2a5ced	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3414 nadd=3414 ndel=84 rule=R2 issue=
114	/home/reyerchu/_jlandpar/wtgates	/home/reyerchu/vibe-ic	01f0086263eaddebfe03942ffbe810d5fda284e3	(detached)	MOVED	ABANDON	HEAD moved since judging (22e3e84e0 -> 01f008626); prior ABANDON is void
114	/home/reyerchu/_jlandpar/wttests	/home/reyerchu/vibe-ic	01f0086263eaddebfe03942ffbe810d5fda284e3	(detached)	MOVED	ABANDON	HEAD moved since judging (22e3e84e0 -> 01f008626); prior ABANDON is void
114	/home/reyerchu/_jppa_area/mut	/home/reyerchu/vibe-ic	a97b1a770a2982cf93a0ce2918365c7ef77b387a	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2548 nadd=2548 ndel=0 rule=R2 issue=
114	/home/reyerchu/_jppa_area/wt	/home/reyerchu/vibe-ic	b1ae19e48771df7abad0827e87f0fb1a1bd8adb8	refs/heads/agent/jppa-area	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2555 nadd=2555 ndel=0 rule=R2 issue=
114	/home/reyerchu/_jppa_bench/base	/home/reyerchu/_jppa_bench/tree	867de428920c708934f06411fc91225dc4f58fe6	(detached)	NEW		never judged
114	/home/reyerchu/_jppae2e/wt	/home/reyerchu/vibe-ic	bd8fa42ea374757eb8c17489eec74a642deda33c	refs/heads/agent/jppae2e-ppa-end-to-end	NEW		never judged
114	/home/reyerchu/_jppa_openroad/mut	/home/reyerchu/vibe-ic	2b2e81b1e7ddcc6124a07b5126f0fc69ef5e7548	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=2075 nadd=2075 ndel=0 rule=R2 issue=
114	/home/reyerchu/_jprog/wt	/home/reyerchu/vibe-ic	8ab8b9144003810f0a60c876bbfeeb21bab97413	refs/heads/fix/program-count-generator-and-gate	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=931 nadd=955 ndel=687 rule=R2 issue=
114	/home/reyerchu/_jrec2/base	/home/reyerchu/vibe-ic	8a9c5ad9efdf732fab58171422a145c032c62b47	(detached)	NEW		never judged
114	/home/reyerchu/_jrec2/wt_jrecords	/home/reyerchu/vibe-ic	53104d7715ef1fbae09c12b4a0a9e5d2011e95f0	refs/heads/jrec2/jrecords	NEW		never judged
114	/home/reyerchu/_jrec2/wt_jrunner2	/home/reyerchu/vibe-ic	6d4e8b86ac6959f2ee643a57244a8a45a674ce34	refs/heads/jrec2/jrunner2	NEW		never judged
114	/home/reyerchu/_jrec2/wt_jsearch2	/home/reyerchu/vibe-ic	d8a2fac8aa1d6f2bbab3ad8b20aa0d405d728adc	refs/heads/jrec2/jsearch2	NEW		never judged
114	/home/reyerchu/_jrows/rows	/home/reyerchu/vibe-ic	4232a7301e4cfbcbc5283e585cd7f1a3e99160fa	refs/heads/agent/jrows-eight-rows	NEW		never judged
114	/home/reyerchu/_jrows/w_clean	/home/reyerchu/vibe-ic	6dfe15a329e6e1fbd621d0bfaadaed41c3c5db9a	(detached)	NEW		never judged
114	/home/reyerchu/_jrows/wt	/home/reyerchu/vibe-ic	6dfe15a329e6e1fbd621d0bfaadaed41c3c5db9a	(detached)	NEW		never judged
114	/home/reyerchu/_jrunner2/mut	/home/reyerchu/vibe-ic	e36d81c0a39dfa2ac496c4f683e7a21fb4fbf075	(detached)	NEW		never judged
114	/home/reyerchu/_jrunner2/mutf10	/home/reyerchu/vibe-ic	d8705e87af7672f4577bc18a484bcbd6f90a619a	(detached)	NEW		never judged
114	/home/reyerchu/_jrunner2/mutf14	/home/reyerchu/vibe-ic	175b52e39fcc4fc6c444c422ac14eb0b63692ffe	(detached)	NEW		never judged
114	/home/reyerchu/_jrunner2/wt	/home/reyerchu/vibe-ic	2f7a30854b56ca288114715bb634fbc623d47c95	refs/heads/agent/jrunner2-phase3-runner-honesty	NEW		never judged
114	/home/reyerchu/_jw2_extract_err/runtree	/home/reyerchu/vibe-ic	4c7c374aa28e3416378da313f0dfb880731b04c2	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1273 nadd=1273 ndel=980 rule=R2 issue=
114	/home/reyerchu/_jw2_extract_err/wt	/home/reyerchu/vibe-ic	6789b458b9a3f5cf8a22c2341ffdfc8e7528976c	refs/heads/fix/w23-magic-illegal-overlap-gate	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=1277 nadd=1277 ndel=980 rule=R2 issue=
114	/home/reyerchu/_jw2_place/wt	/home/reyerchu/vibe-ic	9ab29f1bfb880c75b6ecf3f4df1b0499f8538909	refs/heads/fix/w22-placement-legality-placer-verdict	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=820 nadd=820 ndel=1547 rule=R2 issue=
114	/home/reyerchu/_LRNll	/home/reyerchu/vibe-ic	23e9c0d29993f8f4325fc371ab35efa6f7e21dfe	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=420 nadd=420 ndel=0 rule=R2 issue=
114	/home/reyerchu/_mainred	/home/reyerchu/vibe-ic	1905b63a9de6ac054ea19b5cea5f476411ec164d	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=343 nadd=343 ndel=276 rule=R2 issue=
114	/home/reyerchu/_pgv/acc	/home/reyerchu/vibe-ic	4dca55b8c4a0c48392eb48e413c638babc65a8dc	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3063 nadd=4123 ndel=34139 rule=R2 issue=
114	/home/reyerchu/_pgv/anch_pr1123	/home/reyerchu/vibe-ic	3d13e2c59eb0e65527326b1f932050550c982188	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=0 nadd=0 ndel=0 rule=L2 issue=1123
114	/home/reyerchu/_pgv/batch142/batch	/home/reyerchu/vibe-ic	05d02d514335161ac1fc498de2fdb3e4e303ff02	(detached)	RECHECK	RECOVER	judged RECOVER vs main 867de428 (plugin v1.11.18); main is now a00f53f2 (v1.11.66) - its work may have landed since. code_add=3063 nadd=4123 ndel=34139 rule=R2 issue=
